model_name,prompt_type,case_id,repeat_id,dataset,ground_truth,prediction,confidence,is_correct,response_time_sec,prompt_tokens,completion_tokens,total_tokens,raw_response,error,timestamp
xai/grok-4-1-fast-non-reasoning-latest,system1,14,0,two_year_recid,False,YES,82,False,0.5623881816864014,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:55:57.309976
xai/grok-4-1-fast-non-reasoning-latest,system1,19,0,two_year_recid,False,NO,92,True,0.5435309410095215,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:55:57.872848
xai/grok-4-1-fast-non-reasoning-latest,system1,6,0,two_year_recid,True,YES,92,True,0.5152409076690674,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:55:58.417631
xai/grok-4-1-fast-non-reasoning-latest,system1,27,1,two_year_recid,True,YES,68,True,0.4863901138305664,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:55:58.938047
xai/grok-4-1-fast-non-reasoning-latest,system1,15,1,two_year_recid,True,NO,78,False,0.44304895401000977,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 78
}",,2026-02-09T21:55:59.424887
xai/grok-4-1-fast-non-reasoning-latest,system1,23,1,two_year_recid,False,YES,92,False,0.572850227355957,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:55:59.868325
xai/grok-4-1-fast-non-reasoning-latest,system1,17,1,two_year_recid,False,NO,85,True,0.5800020694732666,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T21:56:00.441463
xai/grok-4-1-fast-non-reasoning-latest,system1,8,1,two_year_recid,True,YES,68,True,2.9135820865631104,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:01.021826
xai/grok-4-1-fast-non-reasoning-latest,system1,9,1,two_year_recid,True,YES,95,True,0.5006351470947266,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:03.935653
xai/grok-4-1-fast-non-reasoning-latest,system1,28,1,two_year_recid,False,YES,72,False,0.36658287048339844,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 72
}",,2026-02-09T21:56:04.436708
xai/grok-4-1-fast-non-reasoning-latest,system1,24,1,two_year_recid,False,NO,95,True,0.43758583068847656,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:04.803751
xai/grok-4-1-fast-non-reasoning-latest,system1,12,1,two_year_recid,False,YES,68,False,0.3922700881958008,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:05.241581
xai/grok-4-1-fast-non-reasoning-latest,system1,0,1,two_year_recid,False,YES,68,False,0.3811047077178955,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:05.634930
xai/grok-4-1-fast-non-reasoning-latest,system1,4,1,two_year_recid,True,YES,68,True,0.3853480815887451,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:06.016356
xai/grok-4-1-fast-non-reasoning-latest,system1,16,1,two_year_recid,True,YES,95,True,0.4321780204772949,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:06.401943
xai/grok-4-1-fast-non-reasoning-latest,system1,5,1,two_year_recid,False,NO,95,True,0.4247169494628906,316,16,332,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:06.834286
xai/grok-4-1-fast-non-reasoning-latest,system1,13,1,two_year_recid,True,YES,72,True,0.5754320621490479,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 72
}",,2026-02-09T21:56:07.259182
xai/grok-4-1-fast-non-reasoning-latest,system1,11,1,two_year_recid,True,YES,92,True,0.40749192237854004,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:07.834930
xai/grok-4-1-fast-non-reasoning-latest,system1,22,1,two_year_recid,False,NO,88,True,0.5932457447052002,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 88
}",,2026-02-09T21:56:08.242653
xai/grok-4-1-fast-non-reasoning-latest,system1,1,1,two_year_recid,False,NO,98,True,0.4103870391845703,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 98
}",,2026-02-09T21:56:08.836279
xai/grok-4-1-fast-non-reasoning-latest,system1,2,1,two_year_recid,False,NO,92,True,0.4784691333770752,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:56:09.246917
xai/grok-4-1-fast-non-reasoning-latest,system1,25,1,two_year_recid,True,YES,88,True,0.5031960010528564,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 88
}",,2026-02-09T21:56:09.725739
xai/grok-4-1-fast-non-reasoning-latest,system1,3,1,two_year_recid,True,YES,78,True,0.4535248279571533,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T21:56:10.229424
xai/grok-4-1-fast-non-reasoning-latest,system1,21,1,two_year_recid,False,YES,78,False,0.46539807319641113,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T21:56:10.683455
xai/grok-4-1-fast-non-reasoning-latest,system1,26,1,two_year_recid,True,YES,92,True,0.43992114067077637,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:11.149046
xai/grok-4-1-fast-non-reasoning-latest,system1,18,1,two_year_recid,False,YES,82,False,0.4249131679534912,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:11.589250
xai/grok-4-1-fast-non-reasoning-latest,system1,29,1,two_year_recid,True,YES,95,True,0.5269889831542969,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:12.014431
xai/grok-4-1-fast-non-reasoning-latest,system1,20,1,two_year_recid,True,NO,82,False,0.6564991474151611,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 82
}",,2026-02-09T21:56:12.541644
xai/grok-4-1-fast-non-reasoning-latest,system1,7,1,two_year_recid,False,NO,98,True,0.5571160316467285,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 98
}",,2026-02-09T21:56:13.198357
xai/grok-4-1-fast-non-reasoning-latest,system1,10,1,two_year_recid,False,NO,98,True,0.5543689727783203,316,16,332,"{
  ""prediction"": ""NO"",
  ""confidence"": 98
}",,2026-02-09T21:56:13.755971
xai/grok-4-1-fast-non-reasoning-latest,system1,14,1,two_year_recid,False,YES,82,False,0.4469780921936035,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:14.310606
xai/grok-4-1-fast-non-reasoning-latest,system1,19,1,two_year_recid,False,NO,92,True,0.6073341369628906,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:56:14.757966
xai/grok-4-1-fast-non-reasoning-latest,system1,6,1,two_year_recid,True,YES,92,True,0.4664180278778076,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:15.366094
xai/grok-4-1-fast-non-reasoning-latest,system1,27,2,two_year_recid,True,YES,68,True,0.36625099182128906,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:15.836842
xai/grok-4-1-fast-non-reasoning-latest,system1,15,2,two_year_recid,True,NO,78,False,0.4539921283721924,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 78
}",,2026-02-09T21:56:16.203294
xai/grok-4-1-fast-non-reasoning-latest,system1,23,2,two_year_recid,False,YES,92,False,0.40302300453186035,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:16.657601
xai/grok-4-1-fast-non-reasoning-latest,system1,17,2,two_year_recid,False,NO,82,True,0.3656601905822754,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 82
}",,2026-02-09T21:56:17.060901
xai/grok-4-1-fast-non-reasoning-latest,system1,8,2,two_year_recid,True,YES,68,True,0.39158177375793457,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:17.426870
xai/grok-4-1-fast-non-reasoning-latest,system1,9,2,two_year_recid,True,YES,95,True,0.4189012050628662,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:17.818717
xai/grok-4-1-fast-non-reasoning-latest,system1,28,2,two_year_recid,False,YES,72,False,0.43707799911499023,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 72
}",,2026-02-09T21:56:18.237786
xai/grok-4-1-fast-non-reasoning-latest,system1,24,2,two_year_recid,False,NO,95,True,0.4449589252471924,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:18.675216
xai/grok-4-1-fast-non-reasoning-latest,system1,12,2,two_year_recid,False,YES,68,False,0.4219939708709717,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:19.120402
xai/grok-4-1-fast-non-reasoning-latest,system1,0,2,two_year_recid,False,YES,68,False,0.4314887523651123,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:19.543094
xai/grok-4-1-fast-non-reasoning-latest,system1,4,2,two_year_recid,True,YES,68,True,0.5082440376281738,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:19.974784
xai/grok-4-1-fast-non-reasoning-latest,system1,16,2,two_year_recid,True,YES,95,True,2.0785510540008545,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:20.483206
xai/grok-4-1-fast-non-reasoning-latest,system1,5,2,two_year_recid,False,NO,98,True,0.43228912353515625,316,16,332,"{
  ""prediction"": ""NO"",
  ""confidence"": 98
}",,2026-02-09T21:56:22.562067
xai/grok-4-1-fast-non-reasoning-latest,system1,13,2,two_year_recid,True,YES,78,True,0.4365818500518799,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T21:56:22.994810
xai/grok-4-1-fast-non-reasoning-latest,system1,11,2,two_year_recid,True,YES,92,True,0.3584010601043701,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:23.431607
xai/grok-4-1-fast-non-reasoning-latest,system1,22,2,two_year_recid,False,NO,88,True,0.46250295639038086,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 88
}",,2026-02-09T21:56:23.790412
xai/grok-4-1-fast-non-reasoning-latest,system1,1,2,two_year_recid,False,NO,95,True,0.47338294982910156,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:24.253140
xai/grok-4-1-fast-non-reasoning-latest,system1,2,2,two_year_recid,False,NO,92,True,0.45859479904174805,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:56:24.726870
xai/grok-4-1-fast-non-reasoning-latest,system1,25,2,two_year_recid,True,YES,88,True,0.420421838760376,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 88
}",,2026-02-09T21:56:25.185657
xai/grok-4-1-fast-non-reasoning-latest,system1,3,2,two_year_recid,True,YES,82,True,0.5735580921173096,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:25.606468
xai/grok-4-1-fast-non-reasoning-latest,system1,21,2,two_year_recid,False,YES,82,False,0.476593017578125,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:26.180173
xai/grok-4-1-fast-non-reasoning-latest,system1,26,2,two_year_recid,True,YES,92,True,0.5115478038787842,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:26.657143
xai/grok-4-1-fast-non-reasoning-latest,system1,18,2,two_year_recid,False,YES,78,False,0.4156308174133301,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T21:56:27.169170
xai/grok-4-1-fast-non-reasoning-latest,system1,29,2,two_year_recid,True,YES,95,True,0.49028992652893066,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:27.585042
xai/grok-4-1-fast-non-reasoning-latest,system1,20,2,two_year_recid,True,NO,82,False,1.2500989437103271,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 82
}",,2026-02-09T21:56:28.075500
xai/grok-4-1-fast-non-reasoning-latest,system1,7,2,two_year_recid,False,NO,95,True,0.5068390369415283,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:29.325754
xai/grok-4-1-fast-non-reasoning-latest,system1,10,2,two_year_recid,False,NO,98,True,0.6093418598175049,316,16,332,"{
  ""prediction"": ""NO"",
  ""confidence"": 98
}",,2026-02-09T21:56:29.832900
xai/grok-4-1-fast-non-reasoning-latest,system1,14,2,two_year_recid,False,YES,82,False,0.5125360488891602,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:30.442505
xai/grok-4-1-fast-non-reasoning-latest,system1,19,2,two_year_recid,False,NO,92,True,0.3862910270690918,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:56:30.955353
xai/grok-4-1-fast-non-reasoning-latest,system1,6,2,two_year_recid,True,YES,92,True,0.4878098964691162,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:31.342102
xai/grok-4-1-fast-non-reasoning-latest,system1,27,3,two_year_recid,True,YES,68,True,0.45348405838012695,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:31.832031
xai/grok-4-1-fast-non-reasoning-latest,system1,15,3,two_year_recid,True,NO,78,False,0.43700313568115234,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 78
}",,2026-02-09T21:56:32.285662
xai/grok-4-1-fast-non-reasoning-latest,system1,23,3,two_year_recid,False,YES,92,False,0.40952396392822266,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:32.723009
xai/grok-4-1-fast-non-reasoning-latest,system1,17,3,two_year_recid,False,NO,82,True,0.3829822540283203,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 82
}",,2026-02-09T21:56:33.132979
xai/grok-4-1-fast-non-reasoning-latest,system1,8,3,two_year_recid,True,YES,68,True,0.37444210052490234,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:33.516294
xai/grok-4-1-fast-non-reasoning-latest,system1,9,3,two_year_recid,True,YES,95,True,0.44309496879577637,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:33.891077
xai/grok-4-1-fast-non-reasoning-latest,system1,28,3,two_year_recid,False,YES,72,False,0.37796711921691895,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 72
}",,2026-02-09T21:56:34.334359
xai/grok-4-1-fast-non-reasoning-latest,system1,24,3,two_year_recid,False,NO,95,True,0.5071890354156494,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:34.712732
xai/grok-4-1-fast-non-reasoning-latest,system1,12,3,two_year_recid,False,YES,68,False,0.4483911991119385,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:35.220108
xai/grok-4-1-fast-non-reasoning-latest,system1,0,3,two_year_recid,False,YES,72,False,0.39223718643188477,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 72
}",,2026-02-09T21:56:35.668934
xai/grok-4-1-fast-non-reasoning-latest,system1,4,3,two_year_recid,True,YES,68,True,0.36481213569641113,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:36.061317
xai/grok-4-1-fast-non-reasoning-latest,system1,16,3,two_year_recid,True,YES,95,True,0.4300239086151123,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:36.426540
xai/grok-4-1-fast-non-reasoning-latest,system1,5,3,two_year_recid,False,NO,95,True,0.4461979866027832,316,16,332,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:36.856767
xai/grok-4-1-fast-non-reasoning-latest,system1,13,3,two_year_recid,True,YES,78,True,0.4239649772644043,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T21:56:37.303144
xai/grok-4-1-fast-non-reasoning-latest,system1,11,3,two_year_recid,True,YES,88,True,0.5639290809631348,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 88
}",,2026-02-09T21:56:37.727546
xai/grok-4-1-fast-non-reasoning-latest,system1,22,3,two_year_recid,False,NO,88,True,0.44165825843811035,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 88
}",,2026-02-09T21:56:38.291744
xai/grok-4-1-fast-non-reasoning-latest,system1,1,3,two_year_recid,False,NO,95,True,0.3894033432006836,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:38.733618
xai/grok-4-1-fast-non-reasoning-latest,system1,2,3,two_year_recid,False,NO,92,True,2.2065250873565674,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:56:39.123195
xai/grok-4-1-fast-non-reasoning-latest,system1,25,3,two_year_recid,True,YES,88,True,0.3797781467437744,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 88
}",,2026-02-09T21:56:41.329958
xai/grok-4-1-fast-non-reasoning-latest,system1,3,3,two_year_recid,True,YES,78,True,0.4187169075012207,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T21:56:41.711206
xai/grok-4-1-fast-non-reasoning-latest,system1,21,3,two_year_recid,False,YES,82,False,0.4456791877746582,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:42.130382
xai/grok-4-1-fast-non-reasoning-latest,system1,26,3,two_year_recid,True,YES,92,True,0.48804211616516113,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:42.576274
xai/grok-4-1-fast-non-reasoning-latest,system1,18,3,two_year_recid,False,YES,82,False,0.45759081840515137,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:43.064725
xai/grok-4-1-fast-non-reasoning-latest,system1,29,3,two_year_recid,True,YES,95,True,0.4400787353515625,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 95
}",,2026-02-09T21:56:43.522513
xai/grok-4-1-fast-non-reasoning-latest,system1,20,3,two_year_recid,True,NO,82,False,0.4234659671783447,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 82
}",,2026-02-09T21:56:43.962894
xai/grok-4-1-fast-non-reasoning-latest,system1,7,3,two_year_recid,False,NO,95,True,0.3951549530029297,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 95
}",,2026-02-09T21:56:44.386534
xai/grok-4-1-fast-non-reasoning-latest,system1,10,3,two_year_recid,False,NO,98,True,0.4074881076812744,316,16,332,"{
  ""prediction"": ""NO"",
  ""confidence"": 98
}",,2026-02-09T21:56:44.781831
xai/grok-4-1-fast-non-reasoning-latest,system1,14,3,two_year_recid,False,YES,82,False,0.5135602951049805,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T21:56:45.189557
xai/grok-4-1-fast-non-reasoning-latest,system1,19,3,two_year_recid,False,NO,92,True,0.43074798583984375,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 92
}",,2026-02-09T21:56:45.703484
xai/grok-4-1-fast-non-reasoning-latest,system1,6,3,two_year_recid,True,YES,92,True,0.4299130439758301,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:46.135782
xai/grok-4-1-fast-non-reasoning-latest,system1,27,4,two_year_recid,True,YES,68,True,0.4919748306274414,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:46.569065
xai/grok-4-1-fast-non-reasoning-latest,system1,15,4,two_year_recid,True,NO,78,False,0.47347497940063477,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 78
}",,2026-02-09T21:56:47.061494
xai/grok-4-1-fast-non-reasoning-latest,system1,23,4,two_year_recid,False,YES,92,False,0.5360400676727295,315,16,331,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:47.535346
xai/grok-4-1-fast-non-reasoning-latest,system1,17,4,two_year_recid,False,NO,82,True,0.5330791473388672,315,16,331,"{
  ""prediction"": ""NO"",
  ""confidence"": 82
}",,2026-02-09T21:56:48.071593
xai/grok-4-1-fast-non-reasoning-latest,system1,8,4,two_year_recid,True,YES,68,True,0.4241950511932373,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 68
}",,2026-02-09T21:56:48.604956
xai/grok-4-1-fast-non-reasoning-latest,system1,9,4,two_year_recid,True,YES,92,True,0.4261629581451416,316,16,332,"{
  ""prediction"": ""YES"",
  ""confidence"": 92
}",,2026-02-09T21:56:49.029468
