model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
gemini/gemini-2.5-flash,127,2,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,127,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,128,1,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,128,2,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,128,3,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,12,1,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,12,2,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,12,3,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,132,1,compas,YES,75.0,True,6
gemini/gemini-2.5-flash,132,2,compas,YES,75.0,True,6
gemini/gemini-2.5-flash,132,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,135,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,135,2,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,135,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,136,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,136,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,136,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,137,1,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,137,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,137,3,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,139,1,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,139,2,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,139,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,13,1,compas,NO,95.0,False,0
gemini/gemini-2.5-flash,13,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,13,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,140,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,140,2,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,140,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,141,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,141,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,141,3,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,142,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,142,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,142,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,143,1,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,143,2,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,143,3,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,144,1,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,144,2,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,144,3,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,145,1,compas,YES,80.0,True,6
gemini/gemini-2.5-flash,145,2,compas,YES,88.0,True,6
gemini/gemini-2.5-flash,145,3,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,146,1,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,146,2,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,146,3,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,147,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,147,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,147,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,148,1,compas,YES,95.0,True,6
gemini/gemini-2.5-flash,148,2,compas,YES,95.0,True,6
gemini/gemini-2.5-flash,148,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,14,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,14,2,compas,YES,80.0,True,6
gemini/gemini-2.5-flash,14,3,compas,YES,75.0,True,6
gemini/gemini-2.5-flash,150,1,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,150,2,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,150,3,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,152,1,compas,YES,65.0,True,6
gemini/gemini-2.5-flash,152,2,compas,NO,65.0,True,6
gemini/gemini-2.5-flash,152,3,compas,NO,70.0,True,6
gemini/gemini-2.5-flash,153,1,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,153,2,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,153,3,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,155,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,155,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,155,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,156,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,156,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,156,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,158,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,158,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,158,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,159,1,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,159,2,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,159,3,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,15,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,15,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,15,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,161,1,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,161,2,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,161,3,compas,YES,90.0,False,6
gemini/gemini-2.5-flash,162,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,162,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,162,3,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,163,1,compas,NO DECISION,0.0,False,4
gemini/gemini-2.5-flash,163,2,compas,NO DECISION,0.0,False,3
gemini/gemini-2.5-flash,163,3,compas,NO DECISION,0.0,False,2
gemini/gemini-2.5-flash,164,1,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,164,2,compas,YES,65.0,True,6
gemini/gemini-2.5-flash,164,3,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,165,1,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,165,2,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,165,3,compas,YES,95.0,True,6
gemini/gemini-2.5-flash,166,1,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,166,2,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,166,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,168,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,168,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,169,1,compas,NO,90.0,True,6
gemini/gemini-2.5-flash,169,2,compas,NO,95.0,True,6
gemini/gemini-2.5-flash,169,3,compas,NO,90.0,True,6
gemini/gemini-2.5-flash,16,1,compas,NO DECISION,0.0,True,4
gemini/gemini-2.5-flash,16,2,compas,NO DECISION,0.0,True,4
gemini/gemini-2.5-flash,16,3,compas,NO DECISION,0.0,True,4
gemini/gemini-2.5-flash,170,1,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,170,2,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,170,3,compas,YES,75.0,True,6
gemini/gemini-2.5-flash,172,1,compas,YES,70.0,False,6
gemini/gemini-2.5-flash,172,2,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,172,3,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,173,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,173,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,173,3,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,174,1,compas,NO,80.0,False,6
gemini/gemini-2.5-flash,174,2,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,174,3,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,177,1,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,177,2,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,177,3,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,17,1,compas,NO,70.0,True,0
gemini/gemini-2.5-flash,17,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,17,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,182,1,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,182,2,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,182,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,184,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,184,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,184,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,186,1,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,186,2,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,186,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,187,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,187,2,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,187,3,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,189,1,compas,NO,65.0,False,6
gemini/gemini-2.5-flash,189,2,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,189,3,compas,YES,70.0,False,6
gemini/gemini-2.5-flash,18,1,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,18,2,compas,NO,60.0,True,6
gemini/gemini-2.5-flash,18,3,compas,NO,75.0,True,6
gemini/gemini-2.5-flash,190,1,compas,YES,92.0,True,6
gemini/gemini-2.5-flash,190,2,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,190,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,191,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,191,2,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,191,3,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,194,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,194,2,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,194,3,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,195,1,compas,NO,95.0,True,6
gemini/gemini-2.5-flash,195,2,compas,NO,95.0,True,6
gemini/gemini-2.5-flash,195,3,compas,NO,95.0,True,6
gemini/gemini-2.5-flash,197,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,197,2,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,197,3,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,198,1,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,198,2,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,198,3,compas,NO,65.0,False,6
gemini/gemini-2.5-flash,19,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,19,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,19,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,1,1,compas,YES,85.0,True,2
gemini/gemini-2.5-flash,1,2,compas,YES,80.0,True,2
gemini/gemini-2.5-flash,1,3,compas,YES,85.0,True,2
gemini/gemini-2.5-flash,20,1,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,20,2,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,20,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,21,1,compas,YES,65.0,True,3
gemini/gemini-2.5-flash,21,2,compas,NO,65.0,True,3
gemini/gemini-2.5-flash,21,3,compas,NO,65.0,True,3
gemini/gemini-2.5-flash,22,1,compas,NO,75.0,True,6
gemini/gemini-2.5-flash,22,2,compas,NO,75.0,True,6
gemini/gemini-2.5-flash,22,3,compas,NO,75.0,True,6
gemini/gemini-2.5-flash,23,1,compas,YES,65.0,True,4
gemini/gemini-2.5-flash,23,2,compas,NO,65.0,True,4
gemini/gemini-2.5-flash,23,3,compas,YES,70.0,True,5
gemini/gemini-2.5-flash,24,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,24,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,24,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,25,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,25,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,25,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,26,1,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,26,2,compas,YES,70.0,False,6
gemini/gemini-2.5-flash,26,3,compas,NO,60.0,False,6
gemini/gemini-2.5-flash,27,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,27,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,27,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,28,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,28,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,28,3,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,29,1,compas,YES,90.0,False,2
gemini/gemini-2.5-flash,29,2,compas,YES,90.0,False,2
gemini/gemini-2.5-flash,29,3,compas,YES,90.0,False,2
gemini/gemini-2.5-flash,2,1,compas,YES,90.0,True,3
gemini/gemini-2.5-flash,2,2,compas,YES,90.0,True,4
gemini/gemini-2.5-flash,2,3,compas,YES,90.0,True,4
gemini/gemini-2.5-flash,30,1,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,30,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,30,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,31,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,31,2,compas,NO,92.0,False,6
gemini/gemini-2.5-flash,31,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,32,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,32,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,32,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,33,1,compas,YES,80.0,True,6
gemini/gemini-2.5-flash,33,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,33,3,compas,YES,80.0,True,6
gemini/gemini-2.5-flash,34,1,compas,NO DECISION,0.0,True,2
gemini/gemini-2.5-flash,34,2,compas,NO DECISION,0.0,True,2
gemini/gemini-2.5-flash,34,3,compas,NO DECISION,0.0,True,2
gemini/gemini-2.5-flash,35,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,35,2,compas,NO DECISION,0.0,False,5
gemini/gemini-2.5-flash,35,3,compas,NO DECISION,0.0,False,5
gemini/gemini-2.5-flash,36,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,36,2,compas,YES,75.0,False,0
gemini/gemini-2.5-flash,36,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,37,1,compas,YES,88.0,True,1
gemini/gemini-2.5-flash,37,2,compas,YES,90.0,True,1
gemini/gemini-2.5-flash,37,3,compas,YES,85.0,True,1
gemini/gemini-2.5-flash,38,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,38,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,38,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,39,1,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,39,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,39,3,compas,NO,88.0,False,6
gemini/gemini-2.5-flash,3,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,3,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,3,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,40,1,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,40,2,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,40,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,41,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,41,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,41,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,42,1,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,42,2,compas,YES,75.0,True,6
gemini/gemini-2.5-flash,42,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,43,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,43,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,43,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,44,1,compas,NO,98.0,False,6
gemini/gemini-2.5-flash,44,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,44,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,45,1,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,45,2,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,45,3,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,46,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,46,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,46,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,47,1,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,47,2,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,47,3,compas,NO,65.0,False,6
gemini/gemini-2.5-flash,48,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,48,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,48,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,49,1,compas,NO DECISION,0.0,False,4
gemini/gemini-2.5-flash,49,2,compas,NO DECISION,0.0,False,3
gemini/gemini-2.5-flash,49,3,compas,NO DECISION,0.0,False,3
gemini/gemini-2.5-flash,4,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,4,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,4,3,compas,NO,98.0,False,6
gemini/gemini-2.5-flash,50,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,50,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,50,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,51,1,compas,YES,88.0,True,6
gemini/gemini-2.5-flash,51,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,51,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,52,1,compas,YES,70.0,True,2
gemini/gemini-2.5-flash,52,2,compas,YES,75.0,True,3
gemini/gemini-2.5-flash,52,3,compas,YES,75.0,True,3
gemini/gemini-2.5-flash,53,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,53,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,53,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,54,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,54,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,54,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,55,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,55,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,55,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,56,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,56,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,56,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,57,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,57,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,57,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,58,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,58,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,58,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,59,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,59,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,59,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,5,1,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,5,2,compas,NO,65.0,True,6
gemini/gemini-2.5-flash,5,3,compas,YES,75.0,True,6
gemini/gemini-2.5-flash,60,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,60,2,compas,NO,98.0,False,6
gemini/gemini-2.5-flash,60,3,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,61,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,61,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,61,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,62,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,62,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,62,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,63,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,63,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,63,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,65,1,compas,YES,70.0,False,6
gemini/gemini-2.5-flash,65,2,compas,NO,75.0,False,6
gemini/gemini-2.5-flash,65,3,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,66,1,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,66,2,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,66,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,67,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,67,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,67,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,68,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,68,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,68,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,69,1,compas,YES,90.0,False,6
gemini/gemini-2.5-flash,69,2,compas,YES,95.0,False,6
gemini/gemini-2.5-flash,69,3,compas,YES,90.0,False,6
gemini/gemini-2.5-flash,6,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,6,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,6,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,70,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,70,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,70,3,compas,NO,90.0,False,6
gemini/gemini-2.5-flash,71,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,71,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,71,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,72,1,compas,YES,70.0,False,6
