model_name,prompt_type,case_id,mv_prediction,ground_truth,n_reps,n_valid,yes_votes,no_votes,mv_correct
gemini/gemini-2.5-flash,system1,64,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,65,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,66,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,67,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,68,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,69,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,70,NO,False,3,3,0,3,True
gemini/gemini-2.5-flash,system1,71,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,72,YES,False,2,2,1,1,False
gemini/gemini-2.5-flash,system1,73,YES,False,3,3,3,0,False
gemini/gemini-2.5-flash,system1,74,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,75,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,76,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,77,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,78,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,79,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,80,YES,False,3,3,3,0,False
gemini/gemini-2.5-flash,system1,81,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,82,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,83,NO,False,3,3,0,3,True
gemini/gemini-2.5-flash,system1,84,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,85,NO,False,2,2,1,1,True
gemini/gemini-2.5-flash,system1,86,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,87,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,88,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,89,NO,False,2,2,0,2,True
gemini/gemini-2.5-flash,system1,90,YES,False,3,3,3,0,False
gemini/gemini-2.5-flash,system1,91,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,92,NO,True,2,2,0,2,False
gemini/gemini-2.5-flash,system1,93,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,94,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,95,NO,False,2,2,0,2,True
gemini/gemini-2.5-flash,system1,96,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,97,YES,False,2,2,2,0,False
gemini/gemini-2.5-flash,system1,98,YES,True,2,2,2,0,True
gemini/gemini-2.5-flash,system1,99,YES,True,2,2,2,0,True
gpt-4.1-mini,system1,0,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,1,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,2,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,3,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,4,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,5,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,6,NO,False,59,59,15,44,True
gpt-4.1-mini,system1,7,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,8,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,9,YES,False,59,59,55,4,False
gpt-4.1-mini,system1,10,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,11,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,12,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,13,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,14,NO,True,59,59,7,52,False
gpt-4.1-mini,system1,15,YES,False,59,59,53,6,False
gpt-4.1-mini,system1,16,NO,False,59,59,1,58,True
gpt-4.1-mini,system1,17,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,18,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,19,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,20,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,21,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,22,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,23,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,24,NO,False,59,59,19,40,True
gpt-4.1-mini,system1,25,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,26,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,27,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,28,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,29,YES,False,59,59,56,3,False
gpt-4.1-mini,system1,30,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,31,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,32,NO,False,59,59,3,56,True
gpt-4.1-mini,system1,33,YES,False,59,59,46,13,False
gpt-4.1-mini,system1,34,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,35,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,36,YES,False,59,59,56,3,False
gpt-4.1-mini,system1,37,NO,False,59,59,2,57,True
gpt-4.1-mini,system1,38,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,39,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,40,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,41,YES,False,59,59,52,7,False
gpt-4.1-mini,system1,42,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,43,YES,True,59,59,48,11,True
gpt-4.1-mini,system1,44,NO,False,59,59,6,53,True
gpt-4.1-mini,system1,45,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,46,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,47,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,48,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,49,YES,True,59,59,56,3,True
gpt-4.1-mini,system1,50,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,51,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,52,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,53,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,54,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,55,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,56,NO,False,59,59,11,48,True
gpt-4.1-mini,system1,57,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,58,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,59,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,60,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,61,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,62,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,63,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,64,NO,False,59,59,1,58,True
gpt-4.1-mini,system1,65,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,66,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,67,NO,False,59,59,25,34,True
gpt-4.1-mini,system1,68,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,69,NO,False,59,59,1,58,True
gpt-4.1-mini,system1,70,NO,False,59,59,1,58,True
gpt-4.1-mini,system1,71,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,72,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,73,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,74,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,75,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,76,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,77,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,78,NO,False,59,59,8,51,True
gpt-4.1-mini,system1,79,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,80,YES,False,59,59,48,11,False
gpt-4.1-mini,system1,81,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,82,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,83,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,84,YES,True,59,59,57,2,True
gpt-4.1-mini,system1,85,YES,False,59,59,52,7,False
gpt-4.1-mini,system1,86,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,87,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,88,NO,True,59,59,12,47,False
gpt-4.1-mini,system1,89,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,90,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,91,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,92,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,93,YES,True,59,59,40,19,True
gpt-4.1-mini,system1,94,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,95,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,96,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,97,YES,False,59,59,59,0,False
gpt-4.1-mini,system1,98,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,99,YES,True,59,59,43,16,True
gpt-4o-mini,system1,0,YES,True,59,59,59,0,True
gpt-4o-mini,system1,1,YES,False,59,59,59,0,False
gpt-4o-mini,system1,2,YES,True,59,59,59,0,True
gpt-4o-mini,system1,3,YES,False,59,59,59,0,False
gpt-4o-mini,system1,4,YES,False,59,59,59,0,False
gpt-4o-mini,system1,5,NO,False,59,59,0,59,True
gpt-4o-mini,system1,6,YES,False,59,59,59,0,False
gpt-4o-mini,system1,7,YES,True,59,59,59,0,True
gpt-4o-mini,system1,8,YES,False,59,59,59,0,False
gpt-4o-mini,system1,9,YES,False,59,59,30,29,False
gpt-4o-mini,system1,10,YES,False,59,59,59,0,False
gpt-4o-mini,system1,11,YES,False,59,59,59,0,False
gpt-4o-mini,system1,12,YES,False,59,59,59,0,False
gpt-4o-mini,system1,13,YES,False,59,59,59,0,False
gpt-4o-mini,system1,14,YES,True,59,59,41,18,True
gpt-4o-mini,system1,15,YES,False,59,59,58,1,False
gpt-4o-mini,system1,16,NO,False,59,59,12,47,True
gpt-4o-mini,system1,17,YES,False,59,59,59,0,False
gpt-4o-mini,system1,18,YES,False,59,59,46,13,False
gpt-4o-mini,system1,19,YES,False,59,59,59,0,False
gpt-4o-mini,system1,20,YES,True,59,59,59,0,True
gpt-4o-mini,system1,21,YES,True,59,59,59,0,True
gpt-4o-mini,system1,22,YES,False,59,59,59,0,False
gpt-4o-mini,system1,23,YES,True,59,59,59,0,True
gpt-4o-mini,system1,24,YES,False,59,59,50,9,False
gpt-4o-mini,system1,25,YES,True,59,59,59,0,True
gpt-4o-mini,system1,26,YES,False,59,59,59,0,False
gpt-4o-mini,system1,27,NO,False,59,59,17,42,True
gpt-4o-mini,system1,28,YES,True,59,59,59,0,True
gpt-4o-mini,system1,29,YES,False,59,59,57,2,False
gpt-4o-mini,system1,30,YES,True,59,59,59,0,True
gpt-4o-mini,system1,31,YES,True,59,59,59,0,True
gpt-4o-mini,system1,32,YES,False,59,59,59,0,False
gpt-4o-mini,system1,33,YES,False,59,59,57,2,False
gpt-4o-mini,system1,34,YES,True,59,59,59,0,True
gpt-4o-mini,system1,35,YES,True,59,59,59,0,True
gpt-4o-mini,system1,36,YES,False,59,59,54,5,False
gpt-4o-mini,system1,37,YES,False,59,59,49,10,False
gpt-4o-mini,system1,38,YES,True,59,59,59,0,True
gpt-4o-mini,system1,39,NO,False,59,59,27,32,True
gpt-4o-mini,system1,40,NO,False,59,59,0,59,True
gpt-4o-mini,system1,41,YES,False,59,59,59,0,False
gpt-4o-mini,system1,42,YES,True,59,59,59,0,True
gpt-4o-mini,system1,43,YES,True,59,59,52,7,True
gpt-4o-mini,system1,44,YES,False,59,59,55,4,False
gpt-4o-mini,system1,45,YES,True,59,59,59,0,True
gpt-4o-mini,system1,46,YES,False,59,59,59,0,False
gpt-4o-mini,system1,47,YES,True,59,59,59,0,True
gpt-4o-mini,system1,48,YES,False,59,59,59,0,False
gpt-4o-mini,system1,49,YES,True,59,59,59,0,True
gpt-4o-mini,system1,50,YES,True,59,59,59,0,True
gpt-4o-mini,system1,51,NO,False,59,59,0,59,True
gpt-4o-mini,system1,52,YES,True,59,59,59,0,True
gpt-4o-mini,system1,53,YES,False,59,59,59,0,False
gpt-4o-mini,system1,54,YES,True,59,59,59,0,True
gpt-4o-mini,system1,55,YES,False,59,59,59,0,False
gpt-4o-mini,system1,56,YES,False,59,59,33,26,False
gpt-4o-mini,system1,57,YES,True,59,59,59,0,True
gpt-4o-mini,system1,58,YES,True,59,59,59,0,True
gpt-4o-mini,system1,59,YES,False,59,59,59,0,False
gpt-4o-mini,system1,60,YES,False,59,59,59,0,False
gpt-4o-mini,system1,61,NO,False,59,59,1,58,True
gpt-4o-mini,system1,62,NO,False,59,59,14,45,True
gpt-4o-mini,system1,63,YES,False,59,59,59,0,False
gpt-4o-mini,system1,64,NO,False,59,59,2,57,True
gpt-4o-mini,system1,65,YES,False,59,59,58,1,False
gpt-4o-mini,system1,66,YES,True,59,59,59,0,True
gpt-4o-mini,system1,67,YES,False,59,59,33,26,False
gpt-4o-mini,system1,68,YES,True,59,59,59,0,True
gpt-4o-mini,system1,69,YES,False,59,59,46,13,False
gpt-4o-mini,system1,70,NO,False,59,59,0,59,True
gpt-4o-mini,system1,71,YES,False,59,59,59,0,False
gpt-4o-mini,system1,72,YES,False,59,59,59,0,False
gpt-4o-mini,system1,73,YES,False,59,59,59,0,False
gpt-4o-mini,system1,74,YES,False,59,59,58,1,False
gpt-4o-mini,system1,75,YES,False,59,59,59,0,False
gpt-4o-mini,system1,76,YES,False,59,59,59,0,False
gpt-4o-mini,system1,77,YES,True,59,59,59,0,True
gpt-4o-mini,system1,78,YES,False,59,59,37,22,False
gpt-4o-mini,system1,79,YES,False,59,59,59,0,False
gpt-4o-mini,system1,80,YES,False,59,59,55,4,False
gpt-4o-mini,system1,81,YES,True,59,59,59,0,True
gpt-4o-mini,system1,82,YES,True,59,59,59,0,True
gpt-4o-mini,system1,83,NO,False,59,59,0,59,True
gpt-4o-mini,system1,84,YES,True,59,59,59,0,True
gpt-4o-mini,system1,85,YES,False,59,59,59,0,False
gpt-4o-mini,system1,86,YES,True,59,59,59,0,True
gpt-4o-mini,system1,87,YES,False,59,59,59,0,False
gpt-4o-mini,system1,88,NO,True,59,59,18,41,False
gpt-4o-mini,system1,89,NO,False,59,59,0,59,True
gpt-4o-mini,system1,90,YES,False,59,59,59,0,False
gpt-4o-mini,system1,91,YES,False,59,59,59,0,False
gpt-4o-mini,system1,92,YES,True,59,59,59,0,True
gpt-4o-mini,system1,93,YES,True,59,59,48,11,True
gpt-4o-mini,system1,94,YES,False,59,59,59,0,False
gpt-4o-mini,system1,95,NO,False,59,59,0,59,True
gpt-4o-mini,system1,96,YES,False,59,59,59,0,False
gpt-4o-mini,system1,97,YES,False,59,59,59,0,False
gpt-4o-mini,system1,98,YES,True,59,59,59,0,True
gpt-4o-mini,system1,99,NO,True,59,59,19,40,False
xai/grok-4-1-fast-non-reasoning-latest,system1,0,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,1,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,2,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,3,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,4,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,5,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,6,YES,False,59,59,57,2,False
xai/grok-4-1-fast-non-reasoning-latest,system1,7,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,8,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,9,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,10,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,11,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,12,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,13,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,14,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,15,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,16,YES,False,59,59,30,29,False
xai/grok-4-1-fast-non-reasoning-latest,system1,17,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,18,NO,False,59,59,4,55,True
xai/grok-4-1-fast-non-reasoning-latest,system1,19,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,20,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,21,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,22,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,23,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,24,NO,False,59,59,9,50,True
xai/grok-4-1-fast-non-reasoning-latest,system1,25,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,26,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,27,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,28,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,29,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,30,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,31,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,32,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,33,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,34,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,35,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,36,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,37,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,38,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,39,NO,False,59,59,24,35,True
xai/grok-4-1-fast-non-reasoning-latest,system1,40,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,41,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,42,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,43,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,44,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,45,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,46,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,47,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,48,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,49,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,50,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,51,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,52,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,53,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,54,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,55,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,56,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,57,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,58,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,59,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,60,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,61,NO,False,59,59,4,55,True
xai/grok-4-1-fast-non-reasoning-latest,system1,62,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,63,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,64,YES,False,59,59,57,2,False
xai/grok-4-1-fast-non-reasoning-latest,system1,65,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,66,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,67,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,68,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,69,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,70,YES,False,59,59,56,3,False
xai/grok-4-1-fast-non-reasoning-latest,system1,71,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,72,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,73,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,74,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,75,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,76,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,77,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,78,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,79,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,80,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,81,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,82,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,83,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,84,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,85,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,86,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,87,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,88,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,89,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,90,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,91,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,92,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,93,YES,True,59,59,59,0,True
xai/grok-4-1-fast-non-reasoning-latest,system1,94,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,95,NO,False,59,59,0,59,True
xai/grok-4-1-fast-non-reasoning-latest,system1,96,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,97,YES,False,59,59,59,0,False
xai/grok-4-1-fast-non-reasoning-latest,system1,98,YES,True,59,59,59,0,True
