model_name,prompt_type,case_id,mv_prediction,ground_truth,n_reps,n_valid,yes_votes,no_votes,mv_correct
gpt-4.1-mini,system1,22,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,23,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,24,YES,False,59,59,55,4,False
gpt-4.1-mini,system1,25,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,26,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,27,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,28,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,29,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,30,NO,False,59,59,29,30,True
gpt-4.1-mini,system1,31,NO,True,59,59,26,33,False
gpt-4.1-mini,system1,32,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,33,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,34,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,35,YES,True,59,59,48,11,True
gpt-4.1-mini,system1,36,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,37,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,38,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,39,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,40,YES,True,59,59,40,19,True
gpt-4.1-mini,system1,41,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,42,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,43,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,44,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,45,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,46,NO,False,59,59,1,58,True
gpt-4.1-mini,system1,47,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,48,NO,True,59,59,14,45,False
gpt-4.1-mini,system1,49,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,50,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,51,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,52,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,53,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,54,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,55,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,56,NO,False,59,59,1,58,True
gpt-4.1-mini,system1,57,YES,False,59,59,57,2,False
gpt-4.1-mini,system1,58,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,59,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,60,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,61,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,62,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,63,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,64,YES,False,59,59,57,2,False
gpt-4.1-mini,system1,65,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,66,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,67,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,68,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,69,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,70,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,71,NO,True,59,59,2,57,False
gpt-4.1-mini,system1,72,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,73,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,74,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,75,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,76,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,77,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,78,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,79,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,80,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,81,NO,False,59,59,4,55,True
gpt-4.1-mini,system1,82,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,83,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,84,NO,False,59,59,3,56,True
gpt-4.1-mini,system1,85,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,86,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,87,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,88,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,89,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,90,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,91,YES,True,59,59,59,0,True
gpt-4.1-mini,system1,92,NO,True,59,59,0,59,False
gpt-4.1-mini,system1,93,YES,False,59,59,53,6,False
gpt-4.1-mini,system1,94,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,95,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,96,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,97,YES,True,59,59,56,3,True
gpt-4.1-mini,system1,98,NO,False,59,59,0,59,True
gpt-4.1-mini,system1,99,NO,False,59,59,0,59,True
gpt-4o-mini,system1,0,YES,False,59,59,59,0,False
gpt-4o-mini,system1,1,YES,False,59,59,59,0,False
gpt-4o-mini,system1,2,YES,False,59,59,59,0,False
gpt-4o-mini,system1,3,NO,True,59,59,0,59,False
gpt-4o-mini,system1,4,NO,False,59,59,0,59,True
gpt-4o-mini,system1,5,NO,False,59,59,0,59,True
gpt-4o-mini,system1,6,NO,False,59,59,0,59,True
gpt-4o-mini,system1,7,YES,True,59,59,59,0,True
gpt-4o-mini,system1,8,NO,False,59,59,0,59,True
gpt-4o-mini,system1,9,NO,False,59,59,0,59,True
gpt-4o-mini,system1,10,NO,True,59,59,0,59,False
gpt-4o-mini,system1,11,NO,False,59,59,0,59,True
gpt-4o-mini,system1,12,NO,False,59,59,0,59,True
gpt-4o-mini,system1,13,NO,False,59,59,0,59,True
gpt-4o-mini,system1,14,NO,False,59,59,0,59,True
gpt-4o-mini,system1,15,NO,False,59,59,0,59,True
gpt-4o-mini,system1,16,YES,False,59,59,59,0,False
gpt-4o-mini,system1,17,NO,False,59,59,0,59,True
gpt-4o-mini,system1,18,NO,False,59,59,0,59,True
gpt-4o-mini,system1,19,NO,False,59,59,0,59,True
gpt-4o-mini,system1,20,NO,False,59,59,0,59,True
gpt-4o-mini,system1,21,NO,False,59,59,0,59,True
gpt-4o-mini,system1,22,NO,False,59,59,0,59,True
gpt-4o-mini,system1,23,NO,False,59,59,0,59,True
gpt-4o-mini,system1,24,NO,False,59,59,0,59,True
gpt-4o-mini,system1,25,NO,False,59,59,0,59,True
gpt-4o-mini,system1,26,NO,False,59,59,0,59,True
gpt-4o-mini,system1,27,NO,False,59,59,0,59,True
gpt-4o-mini,system1,28,NO,False,59,59,0,59,True
gpt-4o-mini,system1,29,NO,False,59,59,0,59,True
gpt-4o-mini,system1,30,NO,False,59,59,0,59,True
gpt-4o-mini,system1,31,YES,True,59,59,59,0,True
gpt-4o-mini,system1,32,YES,True,59,59,59,0,True
gpt-4o-mini,system1,33,NO,False,59,59,0,59,True
gpt-4o-mini,system1,34,YES,True,59,59,59,0,True
gpt-4o-mini,system1,35,YES,True,59,59,59,0,True
gpt-4o-mini,system1,36,NO,False,59,59,0,59,True
gpt-4o-mini,system1,37,NO,False,59,59,0,59,True
gpt-4o-mini,system1,38,NO,False,59,59,0,59,True
gpt-4o-mini,system1,39,NO,False,59,59,0,59,True
gpt-4o-mini,system1,40,YES,True,59,59,59,0,True
gpt-4o-mini,system1,41,NO,False,59,59,0,59,True
gpt-4o-mini,system1,42,NO,True,59,59,0,59,False
gpt-4o-mini,system1,43,NO,False,59,59,0,59,True
gpt-4o-mini,system1,44,NO,False,59,59,0,59,True
gpt-4o-mini,system1,45,NO,False,59,59,0,59,True
gpt-4o-mini,system1,46,YES,False,59,59,59,0,False
gpt-4o-mini,system1,47,NO,True,59,59,0,59,False
gpt-4o-mini,system1,48,NO,True,59,59,5,54,False
gpt-4o-mini,system1,49,NO,False,59,59,0,59,True
gpt-4o-mini,system1,50,NO,False,59,59,0,59,True
gpt-4o-mini,system1,51,NO,False,59,59,0,59,True
gpt-4o-mini,system1,52,NO,False,59,59,0,59,True
gpt-4o-mini,system1,53,NO,False,59,59,0,59,True
gpt-4o-mini,system1,54,NO,False,59,59,0,59,True
gpt-4o-mini,system1,55,NO,True,59,59,0,59,False
gpt-4o-mini,system1,56,YES,False,59,59,59,0,False
gpt-4o-mini,system1,57,YES,False,59,59,59,0,False
gpt-4o-mini,system1,58,NO,False,59,59,0,59,True
gpt-4o-mini,system1,59,YES,True,59,59,59,0,True
gpt-4o-mini,system1,60,NO,False,59,59,0,59,True
gpt-4o-mini,system1,61,NO,False,59,59,0,59,True
gpt-4o-mini,system1,62,NO,False,59,59,0,59,True
gpt-4o-mini,system1,63,NO,False,59,59,0,59,True
gpt-4o-mini,system1,64,NO,False,59,59,0,59,True
gpt-4o-mini,system1,65,NO,False,59,59,0,59,True
gpt-4o-mini,system1,66,YES,True,59,59,59,0,True
gpt-4o-mini,system1,67,NO,False,59,59,0,59,True
gpt-4o-mini,system1,68,NO,False,59,59,0,59,True
gpt-4o-mini,system1,69,NO,False,59,59,0,59,True
gpt-4o-mini,system1,70,YES,True,59,59,59,0,True
gpt-4o-mini,system1,71,YES,True,59,59,59,0,True
gpt-4o-mini,system1,72,NO,False,59,59,0,59,True
gpt-4o-mini,system1,73,NO,True,59,59,0,59,False
gpt-4o-mini,system1,74,NO,False,59,59,0,59,True
gpt-4o-mini,system1,75,NO,False,59,59,0,59,True
gpt-4o-mini,system1,76,NO,False,59,59,0,59,True
gpt-4o-mini,system1,77,NO,False,59,59,0,59,True
gpt-4o-mini,system1,78,NO,False,59,59,0,59,True
gpt-4o-mini,system1,79,NO,True,59,59,0,59,False
gpt-4o-mini,system1,80,NO,False,59,59,0,59,True
gpt-4o-mini,system1,81,NO,False,59,59,0,59,True
gpt-4o-mini,system1,82,NO,False,59,59,0,59,True
gpt-4o-mini,system1,83,NO,False,59,59,0,59,True
gpt-4o-mini,system1,84,YES,False,59,59,59,0,False
gpt-4o-mini,system1,85,NO,False,59,59,0,59,True
gpt-4o-mini,system1,86,NO,True,59,59,0,59,False
gpt-4o-mini,system1,87,NO,False,59,59,1,58,True
gpt-4o-mini,system1,88,NO,False,59,59,0,59,True
gpt-4o-mini,system1,89,NO,False,59,59,0,59,True
gpt-4o-mini,system1,90,NO,False,59,59,0,59,True
gpt-4o-mini,system1,91,YES,True,59,59,59,0,True
gpt-4o-mini,system1,92,NO,True,59,59,0,59,False
gpt-4o-mini,system1,93,NO,False,59,59,0,59,True
gpt-4o-mini,system1,94,NO,False,59,59,0,59,True
gpt-4o-mini,system1,95,NO,False,59,59,0,59,True
gpt-4o-mini,system1,96,NO,False,59,59,0,59,True
gpt-4o-mini,system1,97,YES,True,59,59,59,0,True
gpt-4o-mini,system1,98,NO,False,59,59,0,59,True
gpt-4o-mini,system1,99,NO,False,59,59,0,59,True
